Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Mateus Barbosa,Eletrônicos,3120.61,3423.9,0.2,0.19,2017-04-22
Camila Carvalho,Casa,4793.4,2779.92,0.23,0.22,2017-04-22
Diego Cardoso,Vestuário,4416.35,1402.62,0.15,0.15,2017-04-22
Jorge Santos,Brinquedo,2757.05,1254.23,0.25,0.22,2017-04-22
Raphael Silva,Papelaria,153.75,492.45,0.27,0.49,2017-04-22
Caroline Reis,Papelaria,264.18,437.22,0.34,0.43,2017-04-22
Letícia Nascimento,Eletrônicos,1300.54,4121.56,0.1,0.19,2017-04-23
Ana Sousa,Eletrônicos,5559.04,1782.6,0.17,0.19,2017-04-23
Gustavo Martins,Eletrônicos,2447.86,4333.85,0.13,0.18,2017-04-23
Beatriz Santos,Vestuário,285.64,1965.28,0.22,0.2,2017-04-23
Camila Lima,Vestuário,869.12,1437.28,0.17,0.19,2017-04-23
Thiago Barbosa,Acessórios,614.13,905.32,0.54,0.56,2017-04-23
Letícia Ribeiro,Acessórios,1582.93,789.86,0.66,0.58,2017-04-23
Enzo Nascimento,Casa,3934.06,5278.95,0.39,0.26,2017-04-23
Guilherme Santos,Casa,969.58,1853.1,0.12,0.24,2017-04-23
Vitória Ribeiro,Brinquedo,2800.01,3302.15,0.17,0.27,2017-04-23
Julia Araújo,Esportes,2531.83,5108.12,0.42,0.31,2017-04-23
Lucas Rodrigues,Esportes,2162.06,3195.13,0.43,0.29,2017-04-23
Thiago Carvalho,Esportes,1200.52,3293.84,0.22,0.36,2017-04-23
Mateus Barbosa,Eletrônicos,5719.8,4779.32,0.14,0.22,2017-04-23
Camila Carvalho,Casa,1640.0,4367.13,0.37,0.3,2017-04-23
Diego Cardoso,Vestuário,2531.34,1389.2,0.28,0.18,2017-04-23
Jorge Santos,Brinquedo,3526.18,1688.15,0.14,0.2,2017-04-23
Raphael Silva,Papelaria,1089.63,757.46,0.41,0.47,2017-04-23
Caroline Reis,Papelaria,118.21,230.57,0.4,0.41,2017-04-23
Letícia Nascimento,Eletrônicos,4223.84,2033.14,0.16,0.2,2017-04-24
Ana Sousa,Eletrônicos,3423.91,3517.94,0.15,0.18,2017-04-24
Gustavo Martins,Eletrônicos,1938.0,2463.68,0.18,0.18,2017-04-24
Beatriz Santos,Vestuário,321.12,1010.4,0.08,0.19,2017-04-24
Camila Lima,Vestuário,1120.21,2174.55,0.26,0.15,2017-04-24
Thiago Barbosa,Acessórios,439.26,1537.99,0.42,0.46,2017-04-24
Letícia Ribeiro,Acessórios,249.28,416.39,0.54,0.58,2017-04-24
Enzo Nascimento,Casa,2643.96,4513.43,0.23,0.31,2017-04-24
Guilherme Santos,Casa,4138.2,2960.69,0.33,0.24,2017-04-24
Vitória Ribeiro,Brinquedo,2173.87,3661.58,0.14,0.27,2017-04-24
Julia Araújo,Esportes,974.88,3587.58,0.48,0.35,2017-04-24
Lucas Rodrigues,Esportes,1466.84,4048.17,0.49,0.27,2017-04-24
Thiago Carvalho,Esportes,3966.99,2637.3,0.42,0.39,2017-04-24
Mateus Barbosa,Eletrônicos,1428.96,3794.77,0.09,0.18,2017-04-24
Camila Carvalho,Casa,4301.75,2460.61,0.4,0.32,2017-04-24
Diego Cardoso,Vestuário,4497.12,3532.84,0.26,0.17,2017-04-24
Jorge Santos,Brinquedo,3973.56,3732.55,0.12,0.24,2017-04-24
Raphael Silva,Papelaria,1025.84,502.32,0.2,0.47,2017-04-24
Caroline Reis,Papelaria,772.44,277.36,0.2,0.47,2017-04-24
Letícia Nascimento,Eletrônicos,5267.65,3697.69,0.26,0.19,2017-04-25
Ana Sousa,Eletrônicos,4556.82,4332.92,0.31,0.18,2017-04-25
Gustavo Martins,Eletrônicos,4984.72,2582.94,0.26,0.19,2017-04-25
Beatriz Santos,Vestuário,1409.46,1396.98,0.1,0.15,2017-04-25
Camila Lima,Vestuário,3476.07,3273.72,0.24,0.17,2017-04-25
Thiago Barbosa,Acessórios,1568.75,1030.09,0.38,0.44,2017-04-25
Letícia Ribeiro,Acessórios,1569.83,1062.58,0.3,0.4,2017-04-25
Enzo Nascimento,Casa,1940.92,1564.18,0.15,0.32,2017-04-25
Guilherme Santos,Casa,7150.0,2535.82,0.37,0.29,2017-04-25
Vitória Ribeiro,Brinquedo,1444.64,3470.23,0.26,0.2,2017-04-25
Julia Araújo,Esportes,2569.18,3660.12,0.27,0.27,2017-04-25
Lucas Rodrigues,Esportes,5082.34,3442.18,0.42,0.31,2017-04-25
Thiago Carvalho,Esportes,4422.6,2566.08,0.16,0.36,2017-04-25
Mateus Barbosa,Eletrônicos,5459.08,1989.41,0.31,0.18,2017-04-25
Camila Carvalho,Casa,7485.34,3657.04,0.43,0.31,2017-04-25
Diego Cardoso,Vestuário,3883.29,1187.4,0.22,0.17,2017-04-25
Jorge Santos,Brinquedo,3630.65,3610.08,0.29,0.26,2017-04-25
Raphael Silva,Papelaria,902.19,332.38,0.32,0.47,2017-04-25
Caroline Reis,Papelaria,892.35,651.74,0.27,0.4,2017-04-25
Letícia Nascimento,Eletrônicos,4826.34,2527.1,0.3,0.17,2017-04-26
Ana Sousa,Eletrônicos,1296.2,1866.1,0.29,0.18,2017-04-26
Gustavo Martins,Eletrônicos,3298.56,3826.13,0.23,0.16,2017-04-26
Beatriz Santos,Vestuário,881.78,1379.88,0.15,0.18,2017-04-26
Camila Lima,Vestuário,427.55,1094.54,0.12,0.2,2017-04-26
Thiago Barbosa,Acessórios,2136.03,520.28,0.52,0.54,2017-04-26
Letícia Ribeiro,Acessórios,1785.26,1123.95,0.42,0.4,2017-04-26
Enzo Nascimento,Casa,6388.82,4606.48,0.32,0.22,2017-04-26
Guilherme Santos,Casa,2017.47,1751.11,0.15,0.29,2017-04-26
Vitória Ribeiro,Brinquedo,172.88,3899.08,0.39,0.21,2017-04-26
Julia Araújo,Esportes,5297.64,2619.72,0.4,0.29,2017-04-26
Lucas Rodrigues,Esportes,3502.59,3495.12,0.3,0.29,2017-04-26
Thiago Carvalho,Esportes,2458.92,1902.6,0.16,0.35,2017-04-26
Mateus Barbosa,Eletrônicos,4186.1,1643.08,0.28,0.17,2017-04-26
Camila Carvalho,Casa,2383.35,3548.48,0.39,0.23,2017-04-26
Diego Cardoso,Vestuário,4523.13,964.8,0.16,0.15,2017-04-26
Jorge Santos,Brinquedo,3638.97,1677.65,0.36,0.24,2017-04-26
Raphael Silva,Papelaria,974.96,693.67,0.23,0.4,2017-04-26
Caroline Reis,Papelaria,138.95,261.04,0.7,0.43,2017-04-26
Letícia Nascimento,Eletrônicos,4109.71,1626.06,0.3,0.23,2017-04-27
Ana Sousa,Eletrônicos,5923.4,3376.22,0.12,0.2,2017-04-27
Gustavo Martins,Eletrônicos,4005.48,3645.96,0.12,0.22,2017-04-27
Beatriz Santos,Vestuário,1555.6,3107.42,0.14,0.15,2017-04-27
Camila Lima,Vestuário,4542.9,2686.68,0.27,0.2,2017-04-27
Thiago Barbosa,Acessórios,1576.42,491.64,0.2,0.58,2017-04-27
Letícia Ribeiro,Acessórios,361.07,1187.02,0.4,0.48,2017-04-27
Enzo Nascimento,Casa,5593.35,4699.3,0.26,0.23,2017-04-27
Guilherme Santos,Casa,4508.49,5430.26,0.2,0.23,2017-04-27
Vitória Ribeiro,Brinquedo,5471.77,1545.62,0.22,0.23,2017-04-27
Julia Araújo,Esportes,3105.3,4004.34,0.29,0.36,2017-04-27
Lucas Rodrigues,Esportes,2470.92,4428.35,0.39,0.29,2017-04-27
Thiago Carvalho,Esportes,3068.99,3238.7,0.34,0.33,2017-04-27
Mateus Barbosa,Eletrônicos,5442.7,2584.66,0.22,0.19,2017-04-27
Camila Carvalho,Casa,4508.74,4312.7,0.35,0.3,2017-04-27
Diego Cardoso,Vestuário,1233.04,907.74,0.28,0.14,2017-04-27
Jorge Santos,Brinquedo,3115.22,3872.85,0.38,0.21,2017-04-27
Raphael Silva,Papelaria,397.3,709.25,0.65,0.5,2017-04-27
Caroline Reis,Papelaria,338.27,286.48,0.65,0.54,2017-04-27
Letícia Nascimento,Eletrônicos,6035.94,2072.99,0.28,0.17,2017-04-28
Ana Sousa,Eletrônicos,1012.96,4663.39,0.25,0.19,2017-04-28
Gustavo Martins,Eletrônicos,290.72,4673.69,0.17,0.22,2017-04-28
Beatriz Santos,Vestuário,3310.96,1099.18,0.24,0.2,2017-04-28
Camila Lima,Vestuário,236.7,1886.16,0.08,0.15,2017-04-28
Thiago Barbosa,Acessórios,1269.44,1376.45,0.28,0.44,2017-04-28
Letícia Ribeiro,Acessórios,1646.08,1297.73,0.62,0.46,2017-04-28
Enzo Nascimento,Casa,3251.11,2816.81,0.36,0.3,2017-04-28
Guilherme Santos,Casa,2307.97,2054.72,0.4,0.22,2017-04-28
Vitória Ribeiro,Brinquedo,4156.12,2509.89,0.1,0.28,2017-04-28
Julia Araújo,Esportes,4902.92,4716.31,0.35,0.36,2017-04-28
Lucas Rodrigues,Esportes,6582.43,3257.31,0.4,0.31,2017-04-28
Thiago Carvalho,Esportes,1230.74,5095.18,0.34,0.39,2017-04-28
Mateus Barbosa,Eletrônicos,930.86,1962.71,0.23,0.18,2017-04-28
Camila Carvalho,Casa,1528.73,4533.19,0.3,0.31,2017-04-28
Diego Cardoso,Vestuário,4058.48,2164.78,0.13,0.18,2017-04-28
Jorge Santos,Brinquedo,4567.17,1494.47,0.34,0.26,2017-04-28
Raphael Silva,Papelaria,230.31,265.04,0.22,0.47,2017-04-28
Caroline Reis,Papelaria,934.34,216.83,0.32,0.45,2017-04-28
Letícia Nascimento,Eletrônicos,543.26,3349.6,0.26,0.18,2017-04-29
Ana Sousa,Eletrônicos,3694.96,3498.2,0.09,0.18,2017-04-29
Gustavo Martins,Eletrônicos,6448.78,3233.27,0.22,0.22,2017-04-29
Beatriz Santos,Vestuário,312.01,1749.37,0.27,0.14,2017-04-29
Camila Lima,Vestuário,1823.32,1662.49,0.15,0.15,2017-04-29
Thiago Barbosa,Acessórios,1663.98,1270.82,0.78,0.54,2017-04-29
Letícia Ribeiro,Acessórios,250.34,888.74,0.64,0.42,2017-04-29
Enzo Nascimento,Casa,6244.66,2030.78,0.31,0.26,2017-04-29
Guilherme Santos,Casa,4572.86,4978.51,0.21,0.24,2017-04-29
Vitória Ribeiro,Brinquedo,2600.77,3655.61,0.13,0.27,2017-04-29
Julia Araújo,Esportes,6338.5,4449.16,0.39,0.36,2017-04-29
Lucas Rodrigues,Esportes,1260.55,5058.3,0.33,0.35,2017-04-29
Thiago Carvalho,Esportes,4702.79,4927.88,0.26,0.36,2017-04-29
Mateus Barbosa,Eletrônicos,2316.85,2497.14,0.29,0.19,2017-04-29
Camila Carvalho,Casa,6873.54,4651.54,0.24,0.24,2017-04-29
Diego Cardoso,Vestuário,3056.48,1102.49,0.1,0.18,2017-04-29
Jorge Santos,Brinquedo,2786.62,3414.18,0.14,0.29,2017-04-29
Raphael Silva,Papelaria,610.91,781.37,0.59,0.38,2017-04-29
Caroline Reis,Papelaria,121.64,388.23,0.68,0.4,2017-04-29
Letícia Nascimento,Eletrônicos,1935.16,2507.98,0.1,0.18,2017-04-30
Ana Sousa,Eletrônicos,5122.18,2128.6,0.19,0.18,2017-04-30
Gustavo Martins,Eletrônicos,5800.74,3541.06,0.11,0.17,2017-04-30
Beatriz Santos,Vestuário,2854.04,1006.9,0.25,0.17,2017-04-30
Camila Lima,Vestuário,4255.03,3376.28,0.1,0.17,2017-04-30
Thiago Barbosa,Acessórios,1864.84,1542.45,0.42,0.54,2017-04-30
Letícia Ribeiro,Acessórios,1132.84,715.39,0.72,0.54,2017-04-30
Enzo Nascimento,Casa,4831.83,4104.24,0.35,0.24,2017-04-30
Guilherme Santos,Casa,6348.54,1433.36,0.4,0.25,2017-04-30
Vitória Ribeiro,Brinquedo,954.31,2197.84,0.12,0.24,2017-04-30
Julia Araújo,Esportes,3375.19,1664.66,0.31,0.34,2017-04-30
Lucas Rodrigues,Esportes,6448.88,3112.93,0.17,0.35,2017-04-30
Thiago Carvalho,Esportes,6570.58,4897.71,0.43,0.29,2017-04-30
Mateus Barbosa,Eletrônicos,2250.11,2342.22,0.32,0.2,2017-04-30
Camila Carvalho,Casa,5449.32,3400.12,0.2,0.22,2017-04-30
Diego Cardoso,Vestuário,846.9,2168.91,0.2,0.16,2017-04-30
Jorge Santos,Brinquedo,269.15,2803.23,0.21,0.29,2017-04-30
Raphael Silva,Papelaria,410.41,458.07,0.43,0.38,2017-04-30
Caroline Reis,Papelaria,957.46,771.59,0.56,0.41,2017-04-30
Letícia Nascimento,Eletrônicos,4239.25,1500.92,0.1,0.19,2017-05-01
Ana Sousa,Eletrônicos,2053.22,3763.94,0.29,0.2,2017-05-01
Gustavo Martins,Eletrônicos,4459.3,2134.01,0.28,0.17,2017-05-01
Beatriz Santos,Vestuário,4471.98,1823.45,0.23,0.15,2017-05-01
Camila Lima,Vestuário,1787.48,2031.57,0.17,0.19,2017-05-01
Thiago Barbosa,Acessórios,387.09,1236.03,0.42,0.54,2017-05-01
Letícia Ribeiro,Acessórios,880.54,411.92,0.66,0.52,2017-05-01
Enzo Nascimento,Casa,728.24,4205.45,0.31,0.25,2017-05-01
Guilherme Santos,Casa,7596.95,5343.67,0.35,0.3,2017-05-01
Vitória Ribeiro,Brinquedo,1809.18,1451.52,0.24,0.21,2017-05-01
Julia Araújo,Esportes,6197.4,1743.07,0.51,0.31,2017-05-01
Lucas Rodrigues,Esportes,3785.26,1314.34,0.31,0.36,2017-05-01
Thiago Carvalho,Esportes,1012.53,3052.39,0.51,0.27,2017-05-01
Mateus Barbosa,Eletrônicos,1536.67,4724.52,0.18,0.2,2017-05-01
Camila Carvalho,Casa,1395.73,2985.74,0.22,0.33,2017-05-01
Diego Cardoso,Vestuário,4812.68,2457.46,0.07,0.2,2017-05-01
Jorge Santos,Brinquedo,187.43,3689.96,0.25,0.29,2017-05-01
Raphael Silva,Papelaria,775.26,589.35,0.43,0.43,2017-05-01
Caroline Reis,Papelaria,400.39,525.48,0.47,0.5,2017-05-01
Letícia Nascimento,Eletrônicos,854.7,1832.93,0.18,0.18,2017-05-02
Ana Sousa,Eletrônicos,3974.9,3153.95,0.17,0.22,2017-05-02
Gustavo Martins,Eletrônicos,4581.8,2774.98,0.14,0.21,2017-05-02
Beatriz Santos,Vestuário,4586.16,3213.89,0.28,0.2,2017-05-02
Camila Lima,Vestuário,594.53,2653.98,0.2,0.17,2017-05-02
Thiago Barbosa,Acessórios,1112.24,1302.07,0.76,0.42,2017-05-02
Letícia Ribeiro,Acessórios,999.26,1097.48,0.22,0.46,2017-05-02
Enzo Nascimento,Casa,3320.04,2336.1,0.26,0.26,2017-05-02
Guilherme Santos,Casa,1618.44,3372.21,0.15,0.33,2017-05-02
Vitória Ribeiro,Brinquedo,5035.76,2238.8,0.35,0.27,2017-05-02
Julia Araújo,Esportes,5332.9,1329.67,0.27,0.29,2017-05-02
Lucas Rodrigues,Esportes,2120.9,4730.47,0.23,0.36,2017-05-02
Thiago Carvalho,Esportes,5711.88,2917.4,0.22,0.38,2017-05-02
Mateus Barbosa,Eletrônicos,2806.33,1255.91,0.12,0.19,2017-05-02
Camila Carvalho,Casa,6314.31,4844.14,0.31,0.25,2017-05-02
Diego Cardoso,Vestuário,4751.52,3580.64,0.12,0.21,2017-05-02
Jorge Santos,Brinquedo,1140.37,2933.3,0.35,0.28,2017-05-02
Raphael Silva,Papelaria,644.08,277.32,0.52,0.54,2017-05-02
Caroline Reis,Papelaria,207.61,742.5,0.47,0.43,2017-05-02
Letícia Nascimento,Eletrônicos,765.26,4084.22,0.2,0.21,2017-05-03
Ana Sousa,Eletrônicos,5202.14,4234.91,0.23,0.18,2017-05-03
Gustavo Martins,Eletrônicos,3702.83,4615.32,0.13,0.17,2017-05-03
Beatriz Santos,Vestuário,2215.86,2598.01,0.2,0.14,2017-05-03
Camila Lima,Vestuário,3528.82,3385.6,0.08,0.17,2017-05-03
Thiago Barbosa,Acessórios,1643.45,556.66,0.48,0.52,2017-05-03
Letícia Ribeiro,Acessórios,813.54,687.67,0.74,0.46,2017-05-03
Enzo Nascimento,Casa,4187.75,2430.06,0.36,0.31,2017-05-03
Guilherme Santos,Casa,5964.15,4168.88,0.2,0.32,2017-05-03
Vitória Ribeiro,Brinquedo,3488.17,2915.16,0.27,0.21,2017-05-03
Julia Araújo,Esportes,3353.08,3623.98,0.17,0.3,2017-05-03
Lucas Rodrigues,Esportes,6410.13,1661.83,0.33,0.31,2017-05-03
Thiago Carvalho,Esportes,6014.98,2824.12,0.33,0.26,2017-05-03
Mateus Barbosa,Eletrônicos,596.77,4653.18,0.1,0.22,2017-05-03
Camila Carvalho,Casa,2976.92,2717.05,0.41,0.31,2017-05-03
Diego Cardoso,Vestuário,963.86,927.38,0.1,0.18,2017-05-03
Jorge Santos,Brinquedo,3375.94,1094.35,0.39,0.3,2017-05-03
Raphael Silva,Papelaria,542.62,568.4,0.47,0.4,2017-05-03
Caroline Reis,Papelaria,821.03,755.95,0.29,0.36,2017-05-03
Letícia Nascimento,Eletrônicos,269.29,3042.28,0.12,0.23,2017-05-04
Ana Sousa,Eletrônicos,863.83,1981.04,0.16,0.18,2017-05-04
Gustavo Martins,Eletrônicos,4835.78,4583.45,0.14,0.2,2017-05-04
Beatriz Santos,Vestuário,4722.7,1841.09,0.19,0.16,2017-05-04
Camila Lima,Vestuário,3711.65,2238.67,0.17,0.17,2017-05-04
Thiago Barbosa,Acessórios,457.0,607.55,0.62,0.58,2017-05-04
Letícia Ribeiro,Acessórios,647.14,871.39,0.56,0.56,2017-05-04
Enzo Nascimento,Casa,2495.58,4735.22,0.43,0.28,2017-05-04
Guilherme Santos,Casa,6814.4,3179.69,0.35,0.31,2017-05-04
Vitória Ribeiro,Brinquedo,3463.72,2821.89,0.23,0.26,2017-05-04
Julia Araújo,Esportes,2755.21,3767.53,0.16,0.29,2017-05-04
Lucas Rodrigues,Esportes,366.99,3294.29,0.36,0.3,2017-05-04
Thiago Carvalho,Esportes,5933.34,3815.88,0.51,0.31,2017-05-04
Mateus Barbosa,Eletrônicos,314.02,1847.65,0.16,0.22,2017-05-04
Camila Carvalho,Casa,2844.55,1705.09,0.33,0.26,2017-05-04
Diego Cardoso,Vestuário,3878.44,1230.22,0.14,0.14,2017-05-04
Jorge Santos,Brinquedo,1875.89,2396.13,0.34,0.29,2017-05-04
Raphael Silva,Papelaria,626.57,431.35,0.5,0.45,2017-05-04
Caroline Reis,Papelaria,131.15,366.83,0.5,0.52,2017-05-04
Letícia Nascimento,Eletrônicos,5692.24,1469.36,0.3,0.19,2017-05-05
Ana Sousa,Eletrônicos,5020.19,2344.02,0.16,0.18,2017-05-05
Gustavo Martins,Eletrônicos,5321.66,2995.14,0.32,0.19,2017-05-05
Beatriz Santos,Vestuário,693.09,1362.08,0.14,0.17,2017-05-05
Camila Lima,Vestuário,2891.37,1669.6,0.2,0.2,2017-05-05
Thiago Barbosa,Acessórios,2173.98,1493.97,0.38,0.56,2017-05-05
Letícia Ribeiro,Acessórios,910.07,1475.0,0.76,0.4,2017-05-05
Enzo Nascimento,Casa,5014.51,1691.7,0.14,0.31,2017-05-05
Guilherme Santos,Casa,5607.8,2553.63,0.36,0.26,2017-05-05
Vitória Ribeiro,Brinquedo,3104.83,1939.52,0.28,0.24,2017-05-05
Julia Araújo,Esportes,5019.13,3072.88,0.45,0.39,2017-05-05
Lucas Rodrigues,Esportes,982.32,2758.24,0.38,0.26,2017-05-05
Thiago Carvalho,Esportes,465.79,1340.55,0.17,0.3,2017-05-05
Mateus Barbosa,Eletrônicos,4575.64,2768.46,0.12,0.18,2017-05-05
Camila Carvalho,Casa,6961.21,2949.3,0.41,0.33,2017-05-05
Diego Cardoso,Vestuário,4629.78,3243.64,0.13,0.2,2017-05-05
Jorge Santos,Brinquedo,698.34,3841.43,0.12,0.23,2017-05-05
Raphael Silva,Papelaria,681.77,687.49,0.32,0.4,2017-05-05
Caroline Reis,Papelaria,168.78,476.42,0.25,0.52,2017-05-05
Letícia Nascimento,Eletrônicos,4999.67,4396.08,0.31,0.19,2017-05-06
Ana Sousa,Eletrônicos,3015.13,1640.54,0.21,0.21,2017-05-06
Gustavo Martins,Eletrônicos,4405.02,4714.86,0.16,0.22,2017-05-06
Beatriz Santos,Vestuário,1187.53,1612.3,0.13,0.15,2017-05-06
Camila Lima,Vestuário,2804.38,3256.76,0.21,0.19,2017-05-06
Thiago Barbosa,Acessórios,484.72,493.62,0.78,0.42,2017-05-06
Letícia Ribeiro,Acessórios,68.36,659.36,0.7,0.44,2017-05-06
Enzo Nascimento,Casa,930.29,2276.37,0.31,0.28,2017-05-06
Guilherme Santos,Casa,6629.95,4594.04,0.21,0.28,2017-05-06
Vitória Ribeiro,Brinquedo,931.59,2513.53,0.37,0.22,2017-05-06
Julia Araújo,Esportes,2682.78,5102.75,0.47,0.33,2017-05-06
Lucas Rodrigues,Esportes,5605.74,2033.02,0.23,0.29,2017-05-06
Thiago Carvalho,Esportes,2286.17,4692.34,0.38,0.27,2017-05-06
Mateus Barbosa,Eletrônicos,5797.75,3882.1,0.14,0.23,2017-05-06
Camila Carvalho,Casa,1553.94,1520.06,0.33,0.28,2017-05-06
Diego Cardoso,Vestuário,1380.72,3402.7,0.09,0.17,2017-05-06
Jorge Santos,Brinquedo,913.35,2506.57,0.25,0.21,2017-05-06
Raphael Silva,Papelaria,314.4,258.69,0.52,0.49,2017-05-06
Caroline Reis,Papelaria,476.4,376.4,0.4,0.47,2017-05-06
Letícia Nascimento,Eletrônicos,3551.57,2977.02,0.18,0.22,2017-05-07
Ana Sousa,Eletrônicos,4308.31,4652.3,0.14,0.17,2017-05-07
Gustavo Martins,Eletrônicos,351.25,2158.24,0.1,0.17,2017-05-07
Beatriz Santos,Vestuário,1190.62,2574.59,0.22,0.17,2017-05-07
Camila Lima,Vestuário,582.34,2881.59,0.25,0.16,2017-05-07
Thiago Barbosa,Acessórios,484.32,1342.87,0.4,0.46,2017-05-07
Letícia Ribeiro,Acessórios,1328.04,1280.66,0.26,0.5,2017-05-07
Enzo Nascimento,Casa,5435.56,3402.38,0.21,0.32,2017-05-07
Guilherme Santos,Casa,1943.97,2723.48,0.13,0.24,2017-05-07
Vitória Ribeiro,Brinquedo,4959.29,1425.5,0.1,0.25,2017-05-07
Julia Araújo,Esportes,2475.06,1992.32,0.23,0.27,2017-05-07
Lucas Rodrigues,Esportes,4898.01,4627.05,0.36,0.39,2017-05-07
Thiago Carvalho,Esportes,4223.78,3204.4,0.22,0.27,2017-05-07
Mateus Barbosa,Eletrônicos,5426.64,3242.16,0.32,0.22,2017-05-07
Camila Carvalho,Casa,4111.03,2102.67,0.15,0.23,2017-05-07
Diego Cardoso,Vestuário,1570.37,2887.7,0.17,0.19,2017-05-07
Jorge Santos,Brinquedo,5444.88,1772.02,0.25,0.24,2017-05-07
Raphael Silva,Papelaria,34.65,411.58,0.56,0.52,2017-05-07
Caroline Reis,Papelaria,856.49,714.17,0.67,0.47,2017-05-07
Letícia Nascimento,Eletrônicos,850.69,3668.82,0.26,0.16,2017-05-08
Ana Sousa,Eletrônicos,6461.57,4282.56,0.24,0.17,2017-05-08
Gustavo Martins,Eletrônicos,3345.95,2079.72,0.26,0.24,2017-05-08
Beatriz Santos,Vestuário,1836.78,2909.79,0.11,0.21,2017-05-08
Camila Lima,Vestuário,3194.24,3506.72,0.25,0.19,2017-05-08
Thiago Barbosa,Acessórios,1982.32,939.12,0.78,0.5,2017-05-08
Letícia Ribeiro,Acessórios,613.07,1214.88,0.74,0.48,2017-05-08
Enzo Nascimento,Casa,3294.75,5574.56,0.21,0.22,2017-05-08
Guilherme Santos,Casa,4071.79,2841.75,0.31,0.26,2017-05-08
Vitória Ribeiro,Brinquedo,2557.15,3904.46,0.34,0.23,2017-05-08
Julia Araújo,Esportes,6935.68,3245.81,0.4,0.33,2017-05-08
Lucas Rodrigues,Esportes,1184.6,5070.01,0.38,0.35,2017-05-08
Thiago Carvalho,Esportes,2261.6,2424.21,0.44,0.26,2017-05-08
Mateus Barbosa,Eletrônicos,385.38,2218.86,0.22,0.17,2017-05-08
Camila Carvalho,Casa,2452.02,3207.36,0.33,0.22,2017-05-08
Diego Cardoso,Vestuário,1311.97,1845.59,0.13,0.2,2017-05-08
Jorge Santos,Brinquedo,3692.76,3306.66,0.15,0.21,2017-05-08
Raphael Silva,Papelaria,312.32,797.55,0.29,0.47,2017-05-08
Caroline Reis,Papelaria,107.18,331.31,0.43,0.43,2017-05-08
Letícia Nascimento,Eletrônicos,5379.88,3493.36,0.18,0.24,2017-05-09
Ana Sousa,Eletrônicos,755.94,2140.54,0.15,0.18,2017-05-09
Gustavo Martins,Eletrônicos,3774.12,3644.12,0.16,0.21,2017-05-09
Beatriz Santos,Vestuário,3410.94,1438.67,0.1,0.18,2017-05-09
Camila Lima,Vestuário,1553.17,1131.11,0.19,0.18,2017-05-09
Thiago Barbosa,Acessórios,1219.0,851.16,0.72,0.48,2017-05-09
Letícia Ribeiro,Acessórios,339.4,930.28,0.38,0.58,2017-05-09
Enzo Nascimento,Casa,5527.24,3367.2,0.25,0.26,2017-05-09
Guilherme Santos,Casa,3241.56,1516.23,0.3,0.33,2017-05-09
Vitória Ribeiro,Brinquedo,2372.96,3267.57,0.28,0.23,2017-05-09
Julia Araújo,Esportes,1833.38,3297.61,0.18,0.33,2017-05-09
Lucas Rodrigues,Esportes,4100.33,2444.04,0.43,0.31,2017-05-09
Thiago Carvalho,Esportes,2958.66,1323.22,0.44,0.38,2017-05-09
Mateus Barbosa,Eletrônicos,3102.23,1395.65,0.1,0.22,2017-05-09
Camila Carvalho,Casa,5053.09,2800.63,0.14,0.25,2017-05-09
Diego Cardoso,Vestuário,2429.94,1794.53,0.08,0.19,2017-05-09
Jorge Santos,Brinquedo,3741.83,3218.09,0.12,0.22,2017-05-09
Raphael Silva,Papelaria,175.68,644.25,0.45,0.4,2017-05-09
Caroline Reis,Papelaria,749.74,711.35,0.34,0.41,2017-05-09
Letícia Nascimento,Eletrônicos,6529.75,1223.22,0.2,0.22,2017-05-10
Ana Sousa,Eletrônicos,863.32,1200.13,0.22,0.17,2017-05-10
Gustavo Martins,Eletrônicos,747.67,1935.46,0.19,0.22,2017-05-10
Beatriz Santos,Vestuário,2246.95,1050.26,0.1,0.17,2017-05-10
Camila Lima,Vestuário,4865.9,3114.73,0.24,0.17,2017-05-10
Thiago Barbosa,Acessórios,1814.84,1217.58,0.72,0.52,2017-05-10
Letícia Ribeiro,Acessórios,973.88,1163.44,0.32,0.56,2017-05-10
Enzo Nascimento,Casa,5110.43,2117.26,0.35,0.28,2017-05-10
Guilherme Santos,Casa,3739.76,2618.15,0.33,0.33,2017-05-10
Vitória Ribeiro,Brinquedo,2762.01,3003.1,0.22,0.27,2017-05-10
Julia Araújo,Esportes,883.49,2925.9,0.3,0.26,2017-05-10
Lucas Rodrigues,Esportes,3338.71,3500.42,0.13,0.3,2017-05-10
Thiago Carvalho,Esportes,4658.67,4783.56,0.38,0.26,2017-05-10
Mateus Barbosa,Eletrônicos,5997.74,4666.07,0.19,0.22,2017-05-10
Camila Carvalho,Casa,2233.39,5523.36,0.23,0.32,2017-05-10
Diego Cardoso,Vestuário,2535.58,1841.85,0.22,0.17,2017-05-10
Jorge Santos,Brinquedo,438.94,2967.76,0.21,0.27,2017-05-10
Raphael Silva,Papelaria,386.43,629.11,0.61,0.41,2017-05-10
Caroline Reis,Papelaria,843.62,381.76,0.4,0.52,2017-05-10
Letícia Nascimento,Eletrônicos,4300.46,2555.48,0.19,0.22,2017-05-11
Ana Sousa,Eletrônicos,3852.73,4538.69,0.26,0.2,2017-05-11
